Name,Categories
air_wing_xp_loss_when_killed_factor,air
army_bonus_air_superiority_factor,air
carrier_night_traffic,air
enemy_army_bonus_air_superiority_factor,air
experience_gain_air,air
experience_gain_air_factor,air
mines_planting_by_air_factor,air
mines_sweeping_by_air_factor,air
naval_strike_agility_factor,air
naval_strike_attack_factor,air
naval_strike_targetting_factor,air
navy_weather_penalty,air
strategic_bomb_visibility,air
acclimatization_cold_climate_gain_factor,army
acclimatization_hot_climate_gain_factor,army
air_superiority_bonus_in_combat,army
armor_factor,army;defensive
army_advisor_cost_factor,army
army_armor_defence_factor,army;defensive
army_artillery_defence_factor,army;defensive
army_attack_speed_factor,army
army_breakthrough_against_major_factor,army;defensive
army_breakthrough_against_minor_factor,army;defensive
army_claim_defence_factor,army;defensive
army_core_defence_factor,army;defensive
army_defence_against_major_factor,army;defensive
army_defence_against_minor_factor,army;defensive
army_defence_factor,army;defensive
army_experience_from_volunteers,army
army_fuel_capacity_factor,army
army_fuel_consumption_factor,army
army_infantry_defence_factor,army;defensive
army_non_core_defence_factor,army;defensive
army_org_regain,army
army_retreat_speed_factor,army;defensive
army_speed_factor,army
army_speed_factor_for_controller,state;army
army_strength_factor,army
assign_army_leader_cp_cost,country;army
attack_bonus_against,army
attack_bonus_against_cores,army
breakthrough_bonus_against,army
cannot_retreat_while_defending,army;defensive
cas_damage_reduction,army
casualty_trickleback,army
cavalry_defence_factor,army;defensive
combat_entrenchment,army;defensive
command_abilities_cost_factor,country;army
command_power_gain,country;army
command_power_gain_mult,country;army
defence,army;defensive
defense_bonus_against,army
dig_in_speed,army;defensive
dig_in_speed_factor,army;defensive
disable_strategic_redeployment,state;army
disable_strategic_redeployment_for_controller,state;army
dont_lose_dig_in_on_attack,army;defensive
enemy_army_speed_factor,state;army
experience_gain_army,army;military_advancements
experience_gain_army_factor,army;military_advancements
experience_gain_army_unit,army;military_advancements
experience_gain_army_unit_factor,army;military_advancements
extra_marine_supply_grace,army
extra_paratrooper_supply_grace,army
female_random_army_leader_chance,country;army
local_org_regain,army
marines_special_forces_contribution_factor,army
max_command_power,country;army
max_command_power_mult,country;army
max_commander_army_size,army
max_dig_in,army;defensive
max_dig_in_factor,army;defensive
mechanized_defence_factor,army;defensive
modifier_army_sub_unit_armored_car_attack_factor,army
modifier_army_sub_unit_armored_car_defence_factor,army
modifier_army_sub_unit_armored_car_max_org_factor,army
modifier_army_sub_unit_armored_car_recon_attack_factor,army
modifier_army_sub_unit_armored_car_recon_defence_factor,army
modifier_army_sub_unit_armored_car_recon_max_org_factor,army
modifier_army_sub_unit_armored_car_recon_speed_factor,army
modifier_army_sub_unit_armored_car_speed_factor,army
modifier_army_sub_unit_blackshirt_assault_battalion_attack_factor,army
modifier_army_sub_unit_blackshirt_assault_battalion_defence_factor,army
modifier_army_sub_unit_blackshirt_assault_battalion_max_org_factor,army
modifier_army_sub_unit_blackshirt_assault_battalion_speed_factor,army
modifier_army_sub_unit_camelry_attack_factor,army
modifier_army_sub_unit_camelry_defence_factor,army
modifier_army_sub_unit_camelry_speed_factor,army
modifier_army_sub_unit_category_rocket_artillery_attack_factor,army
modifier_army_sub_unit_category_special_forces_max_org_factor,army
modifier_army_sub_unit_cavalry_attack_factor,army
modifier_army_sub_unit_cavalry_defence_factor,army
modifier_army_sub_unit_cavalry_speed_factor,army
modifier_army_sub_unit_infantry_attack_factor,army
modifier_army_sub_unit_infantry_defence_factor,army
modifier_army_sub_unit_infantry_speed_factor,army
modifier_army_sub_unit_irregular_infantry_attack_factor,army
modifier_army_sub_unit_irregular_infantry_defence_factor,army
modifier_army_sub_unit_irregular_infantry_max_org_factor,army
modifier_army_sub_unit_irregular_infantry_speed_factor,army
modifier_army_sub_unit_light_tank_recon_attack_factor,army
modifier_army_sub_unit_light_tank_recon_defence_factor,army
modifier_army_sub_unit_light_tank_recon_max_org_factor,army
modifier_army_sub_unit_light_tank_recon_speed_factor,army
modifier_army_sub_unit_long_range_patrol_support_attack_factor,army
modifier_army_sub_unit_long_range_patrol_support_defence_factor,army
modifier_army_sub_unit_marine_attack_factor,army
modifier_army_sub_unit_marine_defence_factor,army
modifier_army_sub_unit_marine_max_org_factor,army
modifier_army_sub_unit_marine_speed_factor,army
modifier_army_sub_unit_military_police_attack_factor,army
modifier_army_sub_unit_military_police_defence_factor,army
modifier_army_sub_unit_military_police_max_org_factor,army
modifier_army_sub_unit_military_police_speed_factor,army
modifier_army_sub_unit_militia_attack_factor,army
modifier_army_sub_unit_militia_defence_factor,army
modifier_army_sub_unit_militia_max_org_factor,army
modifier_army_sub_unit_militia_org_recovery_cap_factor,army
modifier_army_sub_unit_militia_speed_factor,army
modifier_army_sub_unit_mountaineers_attack_factor,army
modifier_army_sub_unit_mountaineers_defence_factor,army
modifier_army_sub_unit_mountaineers_max_org_factor,army
modifier_army_sub_unit_mountaineers_speed_factor,army
modifier_army_sub_unit_paratrooper_attack_factor,army
modifier_army_sub_unit_paratrooper_defence_factor,army
modifier_army_sub_unit_paratrooper_max_org_factor,army
modifier_army_sub_unit_paratrooper_speed_factor,army
motorized_defence_factor,army;defensive
mountaineers_special_forces_contribution_factor,army
org_damage_multiplier,army;defensive
org_loss_at_low_org_factor,army
paratroopers_special_forces_contribution_factor,army
rangers_special_forces_contribution_factor,army
recon_factor,army;defensive
recon_factor_while_entrenched,army;defensive
river_crossing_factor_against,army
shore_bombardment_bonus,army
special_forces_cap,army
special_forces_cap_flat,army
special_forces_defence_factor,army;defensive
special_forces_min,army
special_forces_training_time_factor,army;war_production
str_damage_multiplier,army;defensive
terrain_penalty_reduction,army;defensive
terrain_trait_xp_gain_factor,naval;country;army
training_time_army,army;war_production
training_time_army_factor,army;war_production
unit_upkeep_attrition_factor,army
war_support_reduction_on_damage,army;defensive
autonomy_gain,autonomy
autonomy_gain_global_factor,autonomy
autonomy_gain_ll_to_overlord,autonomy
autonomy_gain_ll_to_overlord_factor,autonomy
autonomy_gain_ll_to_subject,autonomy
autonomy_gain_ll_to_subject_factor,autonomy
autonomy_gain_trade,autonomy
autonomy_gain_trade_factor,autonomy
autonomy_gain_warscore,autonomy
autonomy_gain_warscore_factor,autonomy
autonomy_manpower_share,autonomy
autonomy_manpower_share_from_subjects,autonomy
can_master_build_for_us,autonomy
cic_to_overlord_factor,autonomy
extra_trade_to_overlord_factor,autonomy
license_subject_master_purchase_cost,autonomy
master_build_autonomy_factor,autonomy
mic_to_overlord_factor,autonomy
overlord_trade_cost_factor,autonomy
resources_to_overlord_factor,autonomy
subjects_autonomy_gain,autonomy
scientist_breakthrough_bonus_factor,character
scientist_research_bonus_factor,character
scientist_xp_gain_factor,character
additional_brigade_column_size,country
agency_upgrade_time,country
air_doctrine_cost_factor,country
air_equipment_upgrade_xp_cost,country
air_invasion_plan_cap,country
air_invasion_prep_days,country
air_volunteer_cap,country
airforce_intel_to_others,country
annex_subject_cost_factor,country
army_intel_to_others,country
assign_navy_leader_cp_cost,naval;country
automatic_grant_medal_chance,country
base_fuel_gain,country
base_fuel_gain_factor,country
can_guarantee_other_ideologies,country
choose_preferred_tactics_cost,country
cic_construction_boost,country;war_production
cic_construction_boost_factor,country;war_production
cic_to_target_factor,country
civil_war_involvement_tension,country
civilian_factory_use,country;war_production
civilian_intel_to_others,country
coastal_bunker_effectiveness_factor,country;state
compliance_gain,country;state
compliance_growth,country;state
compliance_growth_on_our_occupied_states,country;state
conscription,country;war_production
conscription_factor,country;war_production
consumer_goods_expected_value,country;war_production
consumer_goods_factor,country;war_production
conversion_cost_civ_to_mil_factor,country;war_production
conversion_cost_mil_to_civ_factor,country;war_production
critical_receive_chance,naval;unit_leader;country
defensive_war_stability_factor,country
disabled_ideas,country
embargo_cost_factor,country;politics
embargo_threshold_factor,country;politics
encryption,country;defensive
encryption_factor,country;defensive
enemy_operative_capture_chance_factor,unit_leader;country
enemy_operative_detection_chance,unit_leader;country
enemy_operative_detection_chance_factor,unit_leader;country
enemy_operative_detection_chance_factor_over_occupied_tag,unit_leader;country
enemy_operative_detection_chance_over_occupied_tag,unit_leader;country
enemy_operative_forced_into_hiding_time_factor,unit_leader;country
enemy_operative_harmed_time_factor,unit_leader;country
enemy_operative_intel_extraction_rate,unit_leader;country
enemy_spy_negative_status_factor,country;state
energy_gain_factor,country
energy_scale_per_trade_factory_export_factor,country
equipment_capture,country
equipment_capture_factor,country
equipment_conversion_speed,country;war_production
equipment_upgrade_xp_cost,country
exiled_government_weekly_manpower,country;war_production
experience_loss_factor,country
extra_trade_to_target_factor,country
faction_trade_opinion_factor,country;war_production
factory_energy_consumption,country
female_divisional_commander_chance,country
female_random_admiral_chance,naval;country
female_random_country_leader_chance,country
female_random_operative_chance,country;intelligence_agency
female_random_scientist_chance,country;scientist
field_officer_promotion_penalty,country
floating_harbor_duration,country
floating_harbor_range,country
floating_harbor_supply,country
forced_surrender_limit,country
foreign_subversive_activites,country
fuel_cost,country
fuel_gain,country
fuel_gain_factor,country
fuel_gain_factor_from_states,country
fuel_gain_from_states,country
generate_wargoal_tension,country
generate_wargoal_tension_against,country
global_building_slots,country;war_production
global_building_slots_factor,country;war_production
grant_medal_cost_factor,country
guarantee_cost,country;politics
guarantee_tension,country;defensive
improve_relations_maintain_cost_factor,country
industrial_capacity_dockyard,country;war_production
industrial_capacity_dockyard_powered,country;war_production
industrial_capacity_factory,country;war_production
industrial_capacity_factory_powered,country;war_production
industry_air_damage_factor,country;war_production
industry_free_repair_factor,country;war_production
industry_repair_factor,country;war_production
initiative_factor,unit_leader;country
intel_from_combat_factor,country
intel_network_gain,unit_leader;country;state;intelligence_agency
intel_network_gain_factor,unit_leader;country;state;intelligence_agency
join_faction_tension,country
land_bunker_effectiveness_factor,country;state
land_doctrine_cost_factor,country
land_equipment_upgrade_xp_cost,country
land_reinforce_rate,country;war_production
lend_lease_tension,country
lend_lease_tension_with_overlord,country
license_air_purchase_cost,country
license_anti_tank_eq_cost_factor,country
license_anti_tank_eq_production_speed_factor,country
license_anti_tank_eq_tech_difference_speed_factor,country
license_armor_purchase_cost,country
license_artillery_eq_cost_factor,country
license_artillery_eq_production_speed_factor,country
license_artillery_eq_tech_difference_speed_factor,country
license_infantry_eq_cost_factor,country
license_infantry_eq_production_speed_factor,country
license_infantry_eq_tech_difference_speed_factor,country
license_infantry_purchase_cost,country
license_light_tank_eq_cost_factor,country
license_light_tank_eq_production_speed_factor,country
license_light_tank_eq_tech_difference_speed_factor,country
license_naval_purchase_cost,country
license_production_speed,country
license_purchase_cost,country
license_tech_difference_speed,country
line_change_production_efficiency_factor,country;war_production
max_fuel,country
max_fuel_building,country
max_fuel_factor,country
max_surrender_limit_offset,country
mic_to_target_factor,country
min_export,country;war_production
minimum_training_level,country;war_production
monthly_population,country;war_production
naval_doctrine_cost_factor,country
naval_equipment_upgrade_xp_cost,country
naval_invasion_plan_cap,country
naval_invasion_prep_days,country
navy_intel_to_others,country
no_compliance_gain,country;state
nuclear_production,country
nuclear_production_factor,country
offensive_war_stability_factor,country
opinion_gain_monthly,country
opinion_gain_monthly_factor,country
opinion_gain_monthly_same_ideology,country
opinion_gain_monthly_same_ideology_factor,country
out_of_power_impact_factor,country;war_production
own_operative_capture_chance_factor,unit_leader;country
own_operative_detection_chance,unit_leader;country
own_operative_detection_chance_factor,unit_leader;country
own_operative_forced_into_hiding_time_factor,unit_leader;country
own_operative_harmed_time_factor,unit_leader;country
own_operative_intel_extraction_rate,unit_leader;country
paradrop_organization_factor,unit_leader;country
paratrooper_aa_defense,unit_leader;country
paratrooper_weight_factor,unit_leader;country
party_popularity_stability_factor,country
political_power_cost,country
political_power_factor,country
political_power_gain,country
power_balance_daily,country
power_balance_weekly,country
production_factory_efficiency_gain_factor,country;war_production
production_factory_max_efficiency_factor,country;war_production
production_factory_start_efficiency_factor,country;war_production
production_lack_of_resource_penalty_factor,country;war_production
production_oil_factor,country;war_production
production_speed_buildings_factor,country;war_production
production_speed_buildings_powered_factor,country;war_production
production_speed_facility_factor,country
railway_gun_bombardment_factor,country
refit_ic_cost,country
refit_speed,country
repair_speed_factor,naval;country
request_lease_tension,country
required_garrison_factor,country;state
research_sharing_per_country_bonus,country
research_sharing_per_country_bonus_factor,country
research_speed_factor,country;military_advancements
resistance_activity,country;state
resistance_damage_to_garrison,country;state
resistance_damage_to_garrison_on_our_occupied_states,country;state
resistance_decay,country;state
resistance_decay_on_our_occupied_states,country;state
resistance_garrison_penetration_chance,country;state
resistance_growth,country;state
resistance_growth_on_our_occupied_states,country;state
resistance_target,country;state
resistance_target_on_our_occupied_states,country;state
resource_trade_cost_bonus_per_factory,country
screening_without_screens,naval;country
send_volunteer_divisions_required,country
send_volunteer_factor,country
send_volunteer_size,country
send_volunteers_tension,country;defensive
shore_bombardment_collateral_damage_factor,country
special_forces_doctrine_cost_factor,country
special_project_facility_supply_consumption_factor,country
special_project_speed_factor,country
stability_factor,country
stability_weekly,country
stability_weekly_factor,country
starting_compliance,country;state
subversive_activites_upkeep,country
supply_factor,country;state
supply_node_range,country
surrender_limit,country
tech_air_damage_factor,country;war_production
thermonuclear_production,country
thermonuclear_production_factor,country
trade_cost_for_target_factor,country
trade_opinion_factor,country;war_production
truck_attrition,country;state
truck_attrition_factor,country;state
underway_replenishment_convoy_cost,country
underway_replenishment_range,country
unit_leader_as_advisor_cp_cost_factor,unit_leader;country
unit_medal_effectiveness,country
war_stability_factor,country
war_support_factor,country
war_support_weekly,country
war_support_weekly_factor,country
weekly_bombing_war_support,country
weekly_casualties_war_support,country
weekly_convoys_war_support,country
weekly_manpower,country;war_production
convoy_escort_efficiency,naval;unit_leader;defensive
convoy_retreat_speed,naval;unit_leader;defensive
local_intel_to_enemies,state;defensive
naval_retreat_chance,naval;unit_leader;defensive
naval_retreat_chance_after_initial_combat,naval;unit_leader;defensive
naval_retreat_speed,naval;unit_leader;defensive
naval_retreat_speed_after_initial_combat,naval;unit_leader;defensive
naval_torpedo_damage_reduction_factor,naval;unit_leader;defensive
naval_torpedo_enemy_critical_chance_factor,naval;unit_leader;defensive
navy_capital_ship_defence_factor,naval;unit_leader;defensive
navy_capital_ship_defence_factor_against,naval;defensive
navy_screen_defence_factor,naval;unit_leader;defensive
navy_screen_defence_factor_against,naval;defensive
navy_submarine_defence_factor,naval;unit_leader;defensive
navy_submarine_defence_factor_against,naval;defensive
navy_submarine_detection_factor,naval;unit_leader;defensive
puppet_cost_factor,peace;defensive
static_anti_air_damage_factor,defensive
static_anti_air_hit_chance_factor,defensive
sub_retreat_speed,naval;unit_leader;defensive
faction_influence_contribution_factor,faction
faction_influence_war_score_factor,faction
faction_subject_contribution_gain,faction
dockyard_donations,government_in_exile
exile_manpower_factor,government_in_exile
industrial_factory_donations,government_in_exile
legitimacy_daily,government_in_exile
legitimacy_gain_factor,government_in_exile
military_factory_donations,government_in_exile
targeted_legitimacy_daily,government_in_exile
airforce_intel_decryption_bonus,intelligence_agency
airforce_intel_factor,intelligence_agency
army_intel_decryption_bonus,intelligence_agency
army_intel_factor,intelligence_agency
boost_ideology_mission_factor,intelligence_agency
boost_resistance_factor,intelligence_agency
civilian_intel_decryption_bonus,intelligence_agency
civilian_intel_factor,intelligence_agency
commando_trait_chance_factor,intelligence_agency
control_trade_mission_factor,intelligence_agency
crypto_department_enabled,intelligence_agency
crypto_strength,intelligence_agency
decryption_power,intelligence_agency
decryption_power_factor,intelligence_agency
defense_impact_on_blueprint_stealing,intelligence_agency
diplomatic_pressure_mission_factor,intelligence_agency
enemy_operative_recruitment_chance,intelligence_agency
intel_from_operatives_factor,intelligence_agency
intelligence_agency_defense,intelligence_agency
intelligence_operation_speed,intelligence_agency
navy_intel_decryption_bonus,intelligence_agency
navy_intel_factor,intelligence_agency
new_operative_slot_bonus,intelligence_agency
occupied_operative_recruitment_chance,intelligence_agency
operation_cost,intelligence_agency
operation_infiltrate_outcome,intelligence_agency
operation_outcome,intelligence_agency
operative_death_on_capture_chance,intelligence_agency
operative_slot,intelligence_agency
propaganda_mission_factor,intelligence_agency
root_out_resistance_effectiveness_factor,intelligence_agency
target_sabotage_factor,intelligence_agency
experience_gain_factor,unit_leader;military_advancements
experience_gain_navy,naval;unit_leader;military_advancements
experience_gain_navy_factor,naval;unit_leader;military_advancements
experience_gain_navy_unit,naval;unit_leader;military_advancements
experience_gain_navy_unit_factor,naval;unit_leader;military_advancements
amphibious_invasion,naval;unit_leader
amphibious_invasion_against,naval
amphibious_invasion_defence,naval;unit_leader
headquarters_experience_gain_factor,naval
invasion_preparation,naval;unit_leader
invasion_preparation_against,naval
max_organisation,naval
mines_planting_by_fleets_factor,naval
mines_sweeping_by_fleets_factor,naval
naval_accidents_chance,naval
naval_attrition,naval
naval_commando_raid_distance,naval
naval_coordination,naval;unit_leader
naval_critical_effect_factor,naval;unit_leader
naval_defense_factor,naval;unit_leader
naval_detection,naval;unit_leader
naval_enemy_retreat_chance,naval;unit_leader
naval_hit_chance_against,naval
naval_invasion_capacity,naval
naval_invasion_division_cap,naval
naval_invasion_penalty,naval;unit_leader
naval_mine_hit_chance,naval
naval_mines_damage_factor,naval
naval_mines_effect_reduction,naval
naval_mission_xp_factor,naval
naval_morale,naval;unit_leader
naval_morale_factor,naval;unit_leader
naval_ship_recovery_chance,naval
naval_ship_recovery_chance_factor,naval
naval_speed_factor,naval;unit_leader
naval_torpedo_reveal_chance_factor,naval;unit_leader
navy_advisor_cost_factor,naval
navy_anti_air_attack,naval;unit_leader
navy_anti_air_attack_factor,naval;unit_leader
navy_casualty_on_hit,naval
navy_casualty_on_sink,naval
navy_fuel_consumption_factor,naval
navy_max_range,naval;unit_leader
navy_max_range_factor,naval;unit_leader
navy_org,naval;unit_leader
navy_org_factor,naval;unit_leader
navy_visibility,naval
night_spotting_chance,naval
positioning,naval;unit_leader
screening_efficiency,naval;unit_leader
ships_at_battle_start,naval;unit_leader
spotting_chance,naval;unit_leader
spotting_chance_against,naval
transport_capacity,naval
peace_score_ratio_transferred_to_overlord,peace
peace_score_ratio_transferred_to_players,peace
drift_defence_factor,politics
master_ideology_drift,politics
enemy_intel_network_gain_factor_over_occupied_tag,state
enemy_local_supplies,state;war_production
enemy_truck_attrition_factor,state
equipment_capture_factor_for_controller,state
equipment_capture_for_controller,state
local_building_slots,state;war_production
local_building_slots_factor,state;war_production
local_factories,state;war_production
local_factory_energy_consumption,state
local_factory_energy_consumption_per_infrastructure,state
local_factory_sabotage,state
local_manpower,state;war_production
local_non_core_manpower,state;war_production
local_non_core_supply_impact_factor,state
local_resource_gain_efficiency_per_infrastructure,state
local_resources,state;war_production
local_resources_factor,state;war_production
local_supplies,state;war_production
local_supplies_for_controller,state;war_production
local_supply_impact_factor,state
mobilization_speed,state;war_production
non_core_manpower,state;war_production
recruitable_population,state
recruitable_population_factor,state
state_production_speed_buildings_factor,state;war_production
state_production_speed_facility_factor,state
state_resources_factor,state;war_production
army_leader_cost_factor,unit_leader
army_leader_start_attack_level,unit_leader
army_leader_start_defense_level,unit_leader
army_leader_start_level,unit_leader
army_leader_start_logistics_level,unit_leader
army_leader_start_planning_level,unit_leader
cannot_use_abilities,unit_leader
exiled_divisions_attack_factor,unit_leader
exiled_divisions_defense_factor,unit_leader
fortification_collateral_chance,unit_leader
fortification_damage,unit_leader
max_army_group_size,unit_leader
military_leader_cost_factor,unit_leader
naval_invasion_prep_speed,unit_leader
navy_leader_cost_factor,unit_leader
navy_leader_start_attack_level,unit_leader
navy_leader_start_coordination_level,unit_leader
navy_leader_start_defense_level,unit_leader
navy_leader_start_level,unit_leader
navy_leader_start_maneuvering_level,unit_leader
own_exiled_divisions_attack_factor,unit_leader
own_exiled_divisions_defense_factor,unit_leader
promote_cost_factor,unit_leader
reassignment_duration_factor,unit_leader
river_crossing_factor,unit_leader
sickness_chance,unit_leader
skill_bonus_factor,unit_leader
wounded_chance_factor,unit_leader
military_industrial_organization_design_team_assign_cost,war_production
military_industrial_organization_design_team_change_cost,war_production
military_industrial_organization_funds_gain,war_production
military_industrial_organization_industrial_manufacturer_assign_cost,war_production
military_industrial_organization_policy_cooldown,war_production
military_industrial_organization_policy_cost,war_production
military_industrial_organization_research_bonus,war_production
military_industrial_organization_size_up_requirement,war_production
military_industrial_organization_task_capacity,war_production
